sample	x.strand	overlapID	count	total_length	pos_over_neg_count	pos_over_neg_legnth
cat_Aag2Ago1.bed	+	1:205600861_205600871	5	122	0.00629722921914358	0.00298120861129438
cat_Aag2Ago1.bed	+	1:205604237_205604276	4	114	0.0022075055187638	0.00141588523877538
cat_Aag2Ago1.bed	+	1:205604375_205604417	6	138	0.00757575757575758	0.00334943326618286
cat_Aag2Ago1.bed	+	1:205604945_205605018	3	77	0.00074794315632012	0.000460209783940472
cat_Aag2Ago1.bed	+	1:205605024_205605051	2	42	0.00150943396226415	0.000708561788274989
cat_Aag2Ago1.bed	+	1:205605171_205605193	3	64	0.00153139356814701	0.000761143618286475
cat_Aag2Ago1.bed	+	1:205605364_205605401	4	115	0.00192585459797785	0.00127925602918929
cat_Aag2Ago1.bed	+	1:205605472_205605513	1	21	0.000857632933104631	0.000390196770657203
cat_Aag2Ago1.bed	+	1:205607758_205607817	15	448	0.00208681135225376	0.0015169779631862
cat_Aag2Ago1.bed	+	1:205612639_205612690	8	164	0.00428265524625268	0.00194089730996367
cat_Aag2Ago1.bed	+	1:205612701_205612734	4	82	0.00284090909090909	0.00117094346627826
cat_Aag2Ago1.bed	+	1:205612825_205612866	3	87	0.00155925155925156	0.00101102834365667
cat_Aag2Ago1.bed	+	1:205613263_205613319	1	57	0.000384024577572965	0.000475396163469558
cat_Aag2Ago1.bed	+	1:205613533_205613603	1	25	0.000246184145741014	0.0001479193661951
cat_Aag2Ago1.bed	+	1:205613721_205613750	3	63	0.00177725118483412	0.000951345474313672
cat_Aag2Ago1.bed	+	1:205614130_205614208	3	64	0.00185528756957328	0.000871186855968311
cat_Aag2Ago1.bed	+	1:205616343_205616402	9	267	0.0012531328320802	0.000901536664179281
cat_Aag2Ago1.bed	+	1:205628162_205628198	2	41	0.00115207373271889	0.000525176446476835
cat_Aag2Ago1.bed	+	1:205628359_205628377	2	62	0.00109289617486339	0.000698276832976687
cat_Aag2Ago1.bed	+	1:205628947_205628973	2	81	0.00148367952522255	0.00134811264230078
cat_Aag2Ago1.bed	+	1:205629055_205629087	3	92	0.00173110213502597	0.0013589364844904
cat_Aag2Ago1.bed	+	1:205631682_205631738	7	211	0.00104774734321209	0.000765255236195485
cat_Aag2Ago1.bed	+	1:205636748_205636785	5	106	0.00266524520255864	0.00122747695585715
cat_Aag2Ago1.bed	+	1:205637047_205637074	1	21	0.000559284116331096	0.000335779728498105
cat_Aag2Ago1.bed	+	1:205637453_205637528	3	105	0.000723240115718419	0.000608798000823327
cat_Aag2Ago1.bed	+	1:205637751_205637796	3	61	0.00173913043478261	0.0008644757167354
cat_Aag2Ago1.bed	+	1:205640266_205640295	7	193	0.00110794555239	0.000748012727843514
cat_Aag2Ago1.bed	+	1:205645149_205645175	13	269	0.0123691722169363	0.00594961626080994
cat_Aag2Ago1.bed	+	1:205645334_205645368	1	21	0.000560538116591928	0.000257836384397215
cat_Aag2Ago1.bed	+	1:205646041_205646113	1	20	0.000244081034903588	0.000116618755794494
cat_Aag2Ago1.bed	+	1:205646119_205646141	2	50	0.00159872102318145	0.000895543774179682
cat_Aag2Ago1.bed	+	1:205648855_205648910	10	290	0.00151607034566404	0.00107372411954622
cat_Aag2Ago1.bed	+	1:205653919_205653956	2	42	0.00105207785376118	0.000490104555638536
cat_Aag2Ago1.bed	+	1:205654151_205654192	1	21	0.000455580865603645	0.000195913797928911
cat_Aag2Ago1.bed	+	1:205654648_205654699	1	21	0.000283768444948922	0.0001385242549374
cat_Aag2Ago1.bed	+	1:205654786_205654836	2	43	0.00418410041841004	0.00193180286625635
cat_Aag2Ago1.bed	+	1:205655492_205655516	12	338	0.00189304306672977	0.00129723588968122
cat_Aag2Ago1.bed	+	1:205657495_205657528	9	426	0.00246440306681271	0.00314860530089137
cat_Aag2Ago1.bed	+	1:205660556_205660595	3	63	0.00166481687014428	0.000767441010585813
cat_Aag2Ago1.bed	+	1:205660858_205660886	3	65	0.00162074554294976	0.00101287125627201
cat_Aag2Ago1.bed	+	1:205661266_205661341	4	93	0.00100175306786877	0.000558870720582668
cat_Aag2Ago1.bed	+	1:205661453_205661486	6	161	0.00338600451467269	0.00231036363114542
cat_Aag2Ago1.bed	+	1:205668989_205669027	14	296	0.00981079187105816	0.00449533760592899
cat_Aag2Ago1.bed	+	1:205669180_205669214	3	63	0.00171526586620926	0.000795143315116558
cat_Aag2Ago1.bed	+	1:205669329_205669350	2	42	0.00300751879699248	0.00115807759119861
cat_Aag2Ago1.bed	+	1:205669617_205669677	1	21	0.000354484225451967	0.000161002200363405
cat_Aag2Ago1.bed	+	1:205669918_205669957	1	22	0.000336813742000674	0.000167585849660258
cat_Aag2Ago1.bed	+	1:205670076_205670102	1	21	0.000628535512256443	0.000342555135064596
cat_Aag2Ago1.bed	+	1:205670184_205670217	2	60	0.00156128024980484	0.0012491672218521
cat_Aag2Ago1.bed	+	1:205670741_205670768	7	149	0.00338655055636188	0.00182278604895832
cat_Aag2Ago1.bed	+	1:205677792_205677822	2	42	0.00125786163522013	0.00057085383423492
cat_Aag2Ago1.bed	+	1:205678231_205678289	1	49	0.000354233085370174	0.000378343319537958
cat_Aag2Ago1.bed	+	1:205678425_205678445	1	36	0.000903342366757001	0.000667928309028164
cat_Aag2Ago1.bed	+	1:205678722_205678747	2	43	0.00106269925611052	0.000527109356804001
cat_Aag2Ago1.bed	+	1:205679129_205679175	2	43	0.00221975582685905	0.000996408295678369
cat_Aag2Ago1.bed	+	1:205684413_205684444	6	136	0.0133630289532294	0.00663026521060842
cat_Aag2Ago1.bed	+	1:205686689_205686718	1	22	0.000564334085778781	0.000354415697393434
cat_Aag2Ago1.bed	+	1:205687012_205687045	3	62	0.00253164556962025	0.00107396500952711
cat_Aag2Ago1.bed	+	1:205687066_205687091	4	139	0.00322841000807102	0.00263222678811521
cat_Aag2Ago1.bed	+	1:205687132_205687170	2	40	0.00065402223675605	0.000295833918837964
cat_Aag2Ago1.bed	+	1:205687176_205687203	1	49	0.000746268656716418	0.000810064639851874
cat_Aag2Ago1.bed	+	1:205687286_205687316	2	44	0.00127226463104326	0.000714877577214902
cat_Aag2Ago1.bed	+	1:205687321_205687346	3	61	0.0016025641025641	0.000755792342956263
cat_Aag2Ago1.bed	+	1:205689936_205689958	16	477	0.00257773481553085	0.0018836630730956
cat_Aag2Ago1.bed	+	1:205694811_205694851	11	250	0.00775193798449612	0.00381766816828281
cat_Aag2Ago1.bed	+	1:205694992_205695032	2	42	0.00108695652173913	0.000499934532382664
cat_Aag2Ago1.bed	+	1:205695435_205695465	1	19	0.000540540540540541	0.000230091067622554
cat_Aag2Ago1.bed	+	1:205695706_205695776	2	79	0.000497760079641613	0.000465593248308541
cat_Aag2Ago1.bed	+	1:205695890_205695921	3	64	0.001875	0.00101761750302105
cat_Aag2Ago1.bed	+	1:205706023_205706069	3086	131938	440.857142857143	527.752
cat_Aag2Ago1.bed	+	1:205706540_205706570	1722	90069	1722	4289
cat_Aag2Ago1.bed	+	1:205706716_205706757	2087	85012	260.875	454.609625668449
cat_Aag2Ago1.bed	+	1:205706917_205706974	2740	124531	304.444444444444	546.188596491228
cat_Aag2Ago1.bed	+	1:205706978_205707053	7166	309638	1433.2	2840.71559633028
cat_Aag2Ago1.bed	+	1:205707269_205707332	4561	217281	1520.33333333333	2109.52427184466
cat_Aag2Ago1.bed	+	1:205707720_205707758	3878	186881	969.5	2198.6
cat_Aag2Ago1.bed	+	1:205707906_205707957	3065	151305	161.315789473684	317.201257861635
cat_Aag2Ago1.bed	+	1:205712778_205712833	11915	528790	518.04347826087	723.378932968536
cat_Aag2Ago1.bed	+	1:205719082_205719110	98	3800	19.6	16.3090128755365
cat_Aag2Ago1.bed	+	1:205719541_205719561	47	1839	1.27027027027027	1.61883802816901
cat_Aag2Ago1.bed	+	1:205724879_205724933	6	181	0.00684931506849315	0.00543788493315307
cat_Aag2Ago1.bed	+	1:205725934_205726014	3	81	0.000730282375851996	0.000471324830090308
cat_Aag2Ago1.bed	+	1:205726018_205726050	1	18	0.000718390804597701	0.000284548989851086
cat_Aag2Ago1.bed	+	1:205726160_205726186	4	107	0.00202224469160768	0.00125900127076764
cat_Aag2Ago1.bed	+	1:205728782_205728841	14	388	0.0019693346462231	0.00133025682870886
cat_Aag2Ago1.bed	+	1:205732028_205732039	27	948	4.5	6.8695652173913
cat_Aag2Ago1.bed	+	1:205736682_205736694	3	92	0.00726392251815981	0.00651419670041776
cat_Aag2Ago1.bed	+	1:205736839_205736893	8	171	0.00416233090530697	0.00195605174957962
cat_Aag2Ago1.bed	+	1:205737036_205737072	5	105	0.00278862242052426	0.00129305567528293
cat_Aag2Ago1.bed	+	1:205737189_205737206	2	44	0.00317460317460317	0.00130443805401559
cat_Aag2Ago1.bed	+	1:205737331_205737361	5	101	0.00277469478357381	0.00162882208747258
cat_Aag2Ago1.bed	+	1:205737834_205737883	3	61	0.002360346184107	0.00105662469037432
cat_Aag2Ago1.bed	+	1:205737928_205737959	3	91	0.00187734668335419	0.00140849430411095
cat_Aag2Ago1.bed	+	1:205740593_205740647	11	330	0.00155169981661729	0.00113432076528841
cat_Aag2Ago1.bed	+	1:206221057_206221085	28	814	0.354430379746835	0.321358073430715
cat_Aag2Ago1.bed	+	1:206222262_206222283	18	418	0.2	0.162456276719782
cat_Aag2Ago1.bed	+	1:206222445_206222466	9	225	0.130434782608696	0.113579000504796
cat_Aag2Ago1.bed	+	1:207269369_207269387	7	251	0.5	0.531779661016949
cat_Aag2Ago1.bed	+	1:223495945_223495974	38	1118	12.6666666666667	17.2
cat_Aag2Ago1.bed	+	1:223496018_223496059	798	25585	114	170.566666666667
cat_Aag2Ago1.bed	+	1:235479166_235479208	16	335	2.28571428571429	1.81081081081081
cat_Aag2Ago1.bed	+	1:235479371_235479412	15	310	1.875	0.977917981072555
cat_Aag2Ago1.bed	+	1:235479472_235479510	27	578	5.4	5.55769230769231
cat_Aag2Ago1.bed	+	1:235480293_235480327	11	229	0.6875	0.683582089552239
cat_Aag2Ago1.bed	+	1:235480617_235480637	5	109	0.161290322580645	0.148703956343793
cat_Aag2Ago1.bed	+	1:235480769_235480795	7	183	1	1.05172413793103
cat_Aag2Ago1.bed	+	1:235481594_235481613	28	594	1.75	1.79456193353474
cat_Aag2Ago1.bed	+	1:235481902_235481922	7	150	0.411764705882353	0.410958904109589
cat_Aag2Ago1.bed	+	1:235482027_235482043	9	202	0.642857142857143	0.696551724137931
cat_Aag2Ago1.bed	+	1:235482322_235482367	31	669	3.44444444444444	3.61621621621622
cat_Aag2Ago1.bed	+	1:235489266_235489278	3	68	0.3	0.314814814814815
cat_Aag2Ago1.bed	+	1:235489477_235489495	38	865	2	2.09443099273608
cat_Aag2Ago1.bed	+	1:235489927_235489940	11	234	0.333333333333333	0.339622641509434
cat_Aag2Ago1.bed	+	1:235490255_235490276	7	147	0.318181818181818	0.266304347826087
cat_Aag2Ago1.bed	+	1:235491098_235491130	3	65	0.75	0.755813953488372
cat_Aag2Ago1.bed	+	1:235491999_235492015	2	43	0.333333333333333	0.282894736842105
cat_Aag2Ago1.bed	+	1:235492267_235492282	7	159	3.5	2.20833333333333
cat_Aag2Ago1.bed	+	1:237409798_237409816	12	306	3	3.22105263157895
cat_Aag2Ago1.bed	+	1:260444218_260444260	1	22	0.00230414746543779	0.00133934007061975
cat_Aag2Ago1.bed	+	1:281036113_281036155	238	7262	29.75	35.950495049505
cat_Aag2Ago1.bed	+	1:281036208_281036226	45	1587	5	6.01136363636364
cat_Aag2Ago1.bed	+	1:281037063_281037089	52	1743	8.66666666666667	12.1041666666667
cat_Aag2Ago1.bed	+	1:298246732_298246743	38	750	3.8	1.49105367793241
cat_Aag2Ago1.bed	+	1:52840218_52840229	19	881	1.46153846153846	2.21356783919598
cat_Aag2Ago1.bed	+	1:80227624_80227672	12052	530466	602.6	947.260714285714
cat_Aag2Ago1.bed	+	1:80230059_80230112	4140	190400	2070	4327.27272727273
cat_Aag2Ago1.bed	+	1:80230244_80230282	3795	156563	345	660.603375527426
cat_Aag2Ago1.bed	+	1:80230312_80230341	2544	103402	636	957.425925925926
cat_Aag2Ago1.bed	+	1:80230427_80230454	2352	108461	1176	2522.3488372093
cat_Aag2Ago1.bed	+	1:80230458_80230533	7230	311870	723	1252.48995983936
cat_Aag2Ago1.bed	+	1:80231066_80231107	1183	65908	295.75	693.768421052632
cat_Aag2Ago1.bed	+	1:80231196_80231237	3898	186286	1949	4332.23255813954
cat_Aag2Ago1.bed	+	1:80231330_80231364	2476	132747	2476	6033.95454545455
cat_Aag2Ago1.bed	+	2:107238290_107238309	17	334	0.0020910209102091	0.00191983813580268
cat_Aag2Ago1.bed	+	2:133623228_133623257	8	379	0.163265306122449	0.190070210631896
cat_Aag2Ago1.bed	+	2:157364024_157364050	130	6273	16.25	19.4813664596273
cat_Aag2Ago1.bed	+	2:18082301_18082334	37	776	1.85	1.83886255924171
cat_Aag2Ago1.bed	+	2:18082469_18082499	14	293	0.368421052631579	0.369017632241814
cat_Aag2Ago1.bed	+	2:18082582_18082593	5	109	0.238095238095238	0.245495495495495
cat_Aag2Ago1.bed	+	2:18564996_18565037	638	22183	212.666666666667	288.090909090909
cat_Aag2Ago1.bed	+	2:185998780_185998807	140	4831	23.3333333333333	39.5983606557377
cat_Aag2Ago1.bed	+	2:185998945_185998974	88	2643	44	60.0681818181818
cat_Aag2Ago1.bed	+	2:185999026_185999050	15	591	15	28.1428571428571
cat_Aag2Ago1.bed	+	2:185999165_185999189	252	5102	84	82.2903225806452
cat_Aag2Ago1.bed	+	2:204043396_204043429	3	64	0.0263157894736842	0.0102171136653895
cat_Aag2Ago1.bed	+	2:256001297_256001316	3	62	1	0.898550724637681
cat_Aag2Ago1.bed	+	2:282285959_282285977	26	931	0.764705882352941	0.70530303030303
cat_Aag2Ago1.bed	+	2:289413708_289413725	28	1228	2.54545454545455	4.99186991869919
cat_Aag2Ago1.bed	+	2:301274067_301274080	4	84	1.33333333333333	1.15068493150685
cat_Aag2Ago1.bed	+	2:348318480_348318501	1	20	0.04	0.0165425971877585
cat_Aag2Ago1.bed	+	2:393567365_393567389	14	342	1.27272727272727	1.425
cat_Aag2Ago1.bed	+	2:393568384_393568404	31	733	0.885714285714286	0.84936268829664
cat_Aag2Ago1.bed	+	2:393568876_393568887	7	143	7	7.52631578947368
cat_Aag2Ago1.bed	+	2:393569362_393569387	54	1404	1.5	1.50805585392052
cat_Aag2Ago1.bed	+	2:393569630_393569648	26	660	1.3	1.56028368794326
cat_Aag2Ago1.bed	+	2:393570822_393570857	31	700	1.72222222222222	1.69082125603865
cat_Aag2Ago1.bed	+	2:413904951_413905003	4394	173966	732.333333333333	1225.11267605634
cat_Aag2Ago1.bed	+	2:413905497_413905558	1452	60171	181.5	349.831395348837
cat_Aag2Ago1.bed	+	2:413905669_413905708	835	39985	278.333333333333	624.765625
cat_Aag2Ago1.bed	+	2:453152250_453152270	29	1300	0.537037037037037	0.627716079188798
cat_Aag2Ago1.bed	+	2:453152344_453152388	16	558	0.0707964601769911	0.0549428909019299
cat_Aag2Ago1.bed	+	2:453159158_453159188	7	226	0.120689655172414	0.0969125214408233
cat_Aag2Ago1.bed	+	2:5133474_5133570	571	18189	114.2	125.441379310345
cat_Aag2Ago1.bed	+	2:53255815_53255830	44	1472	8.8	10.7445255474453
cat_Aag2Ago1.bed	+	2:53255921_53255947	26	964	13	18.5384615384615
cat_Aag2Ago1.bed	+	2:53257043_53257063	26	1037	8.66666666666667	11.7840909090909
cat_Aag2Ago1.bed	+	2:53258688_53258699	8	257	2	2.67708333333333
cat_Aag2Ago1.bed	+	2:53260642_53260662	20	702	1	0.861349693251534
cat_Aag2Ago1.bed	+	2:53261617_53261644	35	1375	2.05882352941176	2.85269709543568
cat_Aag2Ago1.bed	+	2:53261739_53261759	19	877	1.1875	2.03009259259259
cat_Aag2Ago1.bed	+	2:69055108_69055130	4	91	0.444444444444444	0.471502590673575
cat_Aag2Ago1.bed	+	2:73192063_73192081	17	1224	0.566666666666667	0.915482423335827
cat_Aag2Ago1.bed	+	3:102900321_102900343	41	1179	1.17142857142857	0.636265515380464
cat_Aag2Ago1.bed	+	3:10753702_10753719	6	125	2	1.98412698412698
cat_Aag2Ago1.bed	+	3:10755742_10755770	2	44	0.2	0.194690265486726
cat_Aag2Ago1.bed	+	3:10759609_10759631	4	87	0.666666666666667	0.69047619047619
cat_Aag2Ago1.bed	+	3:10760235_10760255	8	163	1.14285714285714	1.06535947712418
cat_Aag2Ago1.bed	+	3:10763180_10763205	5	109	1	0.981981981981982
cat_Aag2Ago1.bed	+	3:10763785_10763811	1	18	0.142857142857143	0.12
cat_Aag2Ago1.bed	+	3:10764025_10764040	1	60	0.5	1.42857142857143
cat_Aag2Ago1.bed	+	3:133533705_133533717	15	927	15	46.35
cat_Aag2Ago1.bed	+	3:162129618_162129629	15	548	1	1.16595744680851
cat_Aag2Ago1.bed	+	3:162131696_162131711	1	29	0.0555555555555556	0.0509666080843585
cat_Aag2Ago1.bed	+	3:162133812_162133823	13	457	2.16666666666667	2.13551401869159
cat_Aag2Ago1.bed	+	3:164837882_164837896	3	77	0.375	0.44
cat_Aag2Ago1.bed	+	3:164843797_164843812	3	103	0.333333333333333	0.497584541062802
cat_Aag2Ago1.bed	+	3:215746352_215746378	6	116	0.117647058823529	0.0808362369337979
cat_Aag2Ago1.bed	+	3:224808414_224808430	2	43	0.666666666666667	0.682539682539683
cat_Aag2Ago1.bed	+	3:231454012_231454040	1940	80073	970	1862.16279069767
cat_Aag2Ago1.bed	+	3:231454043_231454072	2243	92359	560.75	1086.57647058824
cat_Aag2Ago1.bed	+	3:231454112_231454148	1306	63752	435.333333333333	1011.93650793651
cat_Aag2Ago1.bed	+	3:231454186_231454263	6640	279007	1660	2513.57657657658
cat_Aag2Ago1.bed	+	3:235665357_235665369	2	42	1	1
cat_Aag2Ago1.bed	+	3:235665632_235665654	16	390	3.2	3.78640776699029
cat_Aag2Ago1.bed	+	3:235667014_235667038	20	422	0.512820512820513	0.497641509433962
cat_Aag2Ago1.bed	+	3:235667494_235667519	5	136	1	1.30769230769231
cat_Aag2Ago1.bed	+	3:235671269_235671294	1	23	0.142857142857143	0.153333333333333
cat_Aag2Ago1.bed	+	3:25849347_25849362	10	286	2	2.6
cat_Aag2Ago1.bed	+	3:259531621_259531635	8	170	2.66666666666667	2.2972972972973
cat_Aag2Ago1.bed	+	3:290316495_290316515	1	19	0.2	0.184466019417476
cat_Aag2Ago1.bed	+	3:290319610_290319628	4	83	0.666666666666667	0.6484375
cat_Aag2Ago1.bed	+	3:290325469_290325490	15	324	7.5	7.71428571428571
cat_Aag2Ago1.bed	+	3:336521264_336521338	6	146	0.0172910662824208	0.0101784718349136
cat_Aag2Ago1.bed	+	3:370896512_370896585	1443	54997	481	617.943820224719
cat_Aag2Ago1.bed	+	3:375276157_375276187	492	17094	492	341.88
cat_Aag2Ago1.bed	+	NIGP01001771:10871_10932	12358	541739	617.9	843.830218068536
cat_Aag2Ago1.bed	+	NIGP01001771:13082_13117	1224	62213	408	914.897058823529
cat_Aag2Ago1.bed	+	NIGP01001771:13426_13469	2155	85699	215.5	363.131355932203
cat_Aag2Ago1.bed	+	NIGP01001771:13540_13599	2944	123534	490.666666666667	888.73381294964
cat_Aag2Ago1.bed	+	NIGP01001771:13652_13680	2367	110043	789	1447.93421052632
cat_Aag2Ago1.bed	+	NIGP01001771:13683_13760	7342	316869	1835.5	3046.81730769231
cat_Aag2Ago1.bed	+	NIGP01001771:13766_13791	1993	88195	664.333333333333	1316.34328358209
cat_Aag2Ago1.bed	+	NIGP01001771:13806_13841	2051	101562	2051	4616.45454545455
cat_Aag2Ago1.bed	+	NIGP01001771:13966_14026	4375	213728	875	2055.07692307692
cat_Aag2Ago1.bed	+	NIGP01001771:2278_2337	12334	540778	1027.83333333333	1449.80697050938
cat_Aag2Ago1.bed	+	NIGP01001771:4273_4321	4774	203791	596.75	1213.04166666667
cat_Aag2Ago1.bed	+	NIGP01001771:4938_4971	2514	101719	419	647.891719745223
cat_Aag2Ago1.bed	+	NIGP01001771:5082_5152	7131	306519	1188.5	2304.65413533835
cat_Aag2Ago1.bed	+	NIGP01001771:5207_5240	1965	96986	982.5	1901.6862745098
cat_Aag2Ago1.bed	+	NIGP01001771:5373_5424	3900	189079	3900	3151.31666666667
cat_Aag2Ago1.bed	+	NIGP01001771:5537_5563	2546	98203	1273	2004.14285714286
cat_Aag2Ago1.bed	+	NIGP01001771:5591_5666	4485	213918	897	1909.98214285714
cat_Aag2Ago1.bed	+	NIGP01001771:5685_5705	927	50709	309	817.887096774194
cat_Aag2Ago1.bed	+	NIGP01001771:5777_5820	3542	152796	506	868.159090909091
cat_Aag2Ago1.bed	+	NIGP01001771:5824_5861	3682	175611	920.5	1567.95535714286
cat_Aag2Ago1.bed	+	NIGP01001771:5954_5988	2508	133838	836	2158.67741935484
cat_Aag2Ago1.bed	+	NIGP01001868:28528_28544	2	71	2	3.73684210526316
cat_Aag2Ago1.bed	+	NIGP01001970:3765_3830	13147	528643	2191.16666666667	3432.74675324675
cat_Aag2Ago1.bed	+	NIGP01001970:5056_5113	12314	543756	559.727272727273	856.308661417323
cat_Aag2Ago1.bed	+	NIGP01001970:7600_7635	2064	83160	2064	3615.65217391304
cat_Aag2Ago1.bed	+	NIGP01001970:7714_7745	2497	101753	499.4	696.938356164384
cat_Aag2Ago1.bed	+	NIGP01001970:7795_7844	1998	94973	666	1043.65934065934
cat_Aag2Ago1.bed	+	NIGP01001970:8601_8639	3736	180447	622.666666666667	1398.81395348837
cat_Aag2Ago1.bed	+	NIGP01001970:8731_8766	2427	128510	1213.5	3059.7619047619
cat_Aag2Ago1.bed	+	NIGP01001970:8786_8838	2953	143964	134.227272727273	271.118644067797
cat_Aag2Ago1.bed	+	NIGP01001970:8976_9003	622	20209	69.1111111111111	71.4098939929329
cat_Aag2Ago1.bed	+	NIGP01002135:1033_1046	3	62	1	1.03333333333333
cat_Aag2Ago1.bed	+	NIGP01002231:165079_165118	139	6143	12.6363636363636	19.0185758513932
cat_Aag2Ago1.bed	+	NIGP01002231:165728_165764	160	7012	20	22.7662337662338
cat_Aag2Ago1.bed	+	NIGP01002231:165855_165886	119	5264	13.2222222222222	14.7450980392157
cat_Aag2Ago1.bed	+	NIGP01002231:166084_166120	124	5375	24.8	27.9947916666667
cat_Aag2Ago2.bed	+	1:116128507_116128523	5	104	0.333333333333333	0.319018404907975
cat_Aag2Ago2.bed	+	1:140314397_140314417	8	320	0.235294117647059	0.27681660899654
cat_Aag2Ago2.bed	+	1:162386775_162386866	31	645	0.0208053691275168	0.0115632843313015
cat_Aag2Ago2.bed	+	1:162386923_162386950	15	313	0.00923076923076923	0.00607719788754271
cat_Aag2Ago2.bed	+	1:162389561_162389622	3	80	0.00160857908847185	0.0013559092218776
cat_Aag2Ago2.bed	+	1:162394252_162394288	37	900	0.161572052401747	0.155252716922546
cat_Aag2Ago2.bed	+	1:162394482_162394498	22	461	0.0496613995485327	0.0234725050916497
cat_Aag2Ago2.bed	+	1:162394534_162394550	10	208	0.0174825174825175	0.00722397805022054
cat_Aag2Ago2.bed	+	1:162394685_162394725	21	440	0.00608342989571263	0.00334700025102502
cat_Aag2Ago2.bed	+	1:162395079_162395134	13	270	0.0182841068917018	0.00957039557635049
cat_Aag2Ago2.bed	+	1:162395315_162395329	12	276	0.0345821325648415	0.0205494750949296
cat_Aag2Ago2.bed	+	1:162395331_162395421	40	895	0.0192771084337349	0.0111441770118664
cat_Aag2Ago2.bed	+	1:162395438_162395488	30	658	0.0283018867924528	0.0150934740222503
cat_Aag2Ago2.bed	+	1:162395539_162395567	26	540	0.0154211150652432	0.00988884208984196
cat_Aag2Ago2.bed	+	1:162395648_162395681	10	218	0.0279329608938547	0.0189978213507625
cat_Aag2Ago2.bed	+	1:189811704_189811735	381	11743	38.1	56.4567307692308
cat_Aag2Ago2.bed	+	1:195168085_195168140	175	6231	25	42.6780821917808
cat_Aag2Ago2.bed	+	1:205566034_205566080	25	524	0.0395569620253165	0.0193250968098838
cat_Aag2Ago2.bed	+	1:205566223_205566258	36	797	0.0352941176470588	0.0167479196436076
cat_Aag2Ago2.bed	+	1:205566354_205566390	42	874	0.05890603085554	0.0224771114082913
cat_Aag2Ago2.bed	+	1:205566928_205567002	38	810	0.0201058201058201	0.0109852851427409
cat_Aag2Ago2.bed	+	1:205567017_205567035	28	643	0.0360824742268041	0.0189697899457163
cat_Aag2Ago2.bed	+	1:205567118_205567146	14	293	0.00872817955112219	0.00556420676820236
cat_Aag2Ago2.bed	+	1:205567527_205567600	25	521	0.0374812593703148	0.0194439261056167
cat_Aag2Ago2.bed	+	1:205575244_205575303	3	86	0.00180072028811525	0.00163448380720693
cat_Aag2Ago2.bed	+	1:205580039_205580057	37	779	0.278195488721804	0.140893470790378
cat_Aag2Ago2.bed	+	1:205580161_205580180	27	567	0.0552147239263804	0.0262962619423059
cat_Aag2Ago2.bed	+	1:205581019_205581088	29	641	0.015491452991453	0.00870521769834587
cat_Aag2Ago2.bed	+	1:205581131_205581158	21	470	0.0441176470588235	0.0236026716215538
cat_Aag2Ago2.bed	+	1:205581205_205581236	25	524	0.0145942790426153	0.0092878159452657
cat_Aag2Ago2.bed	+	1:205581317_205581351	23	485	0.0716510903426791	0.0483356587602153
cat_Aag2Ago2.bed	+	1:205581556_205581590	16	362	0.0496894409937888	0.0265532164600601
cat_Aag2Ago2.bed	+	1:205581655_205581691	13	273	0.0434782608695652	0.0218609865470852
cat_Aag2Ago2.bed	+	1:205588739_205588757	24	515	0.0474308300395257	0.0235870660437849
cat_Aag2Ago2.bed	+	1:205588901_205588937	31	648	0.0303326810176125	0.0136060135220258
cat_Aag2Ago2.bed	+	1:205589523_205589567	23	485	0.0488322717622081	0.0245011366506694
cat_Aag2Ago2.bed	+	1:205589603_205589712	51	1098	0.021294363256785	0.0118246335763593
cat_Aag2Ago2.bed	+	1:205589798_205589825	25	518	0.0150330727600722	0.00959721347315374
cat_Aag2Ago2.bed	+	1:205589827_205589855	20	413	0.0212765957446809	0.0110584518167457
cat_Aag2Ago2.bed	+	1:205592430_205592479	1	31	0.000589622641509434	0.000581711733688615
cat_Aag2Ago2.bed	+	1:205604237_205604276	44	929	0.0406278855032318	0.0184044218158765
cat_Aag2Ago2.bed	+	1:205604375_205604417	26	542	0.037037037037037	0.0143397624150065
cat_Aag2Ago2.bed	+	1:205604861_205604892	16	337	0.0608365019011407	0.0287420042643923
cat_Aag2Ago2.bed	+	1:205604945_205605018	22	476	0.0110608345902464	0.00612076946816171
cat_Aag2Ago2.bed	+	1:205605024_205605051	20	416	0.0203252032520325	0.00986693863997533
cat_Aag2Ago2.bed	+	1:205605171_205605193	23	523	0.0289672544080605	0.0161051918457843
cat_Aag2Ago2.bed	+	1:205605364_205605401	16	367	0.037914691943128	0.0225929573996553
cat_Aag2Ago2.bed	+	1:205605472_205605513	12	252	0.0332409972299169	0.016668871543855
cat_Aag2Ago2.bed	+	1:205607758_205607817	1	21	0.000569476082004556	0.000380489926076243
cat_Aag2Ago2.bed	+	1:205612639_205612690	26	566	0.0386329866270431	0.0196986043921623
cat_Aag2Ago2.bed	+	1:205612701_205612734	21	443	0.0308823529411765	0.0134609541172896
cat_Aag2Ago2.bed	+	1:205612825_205612866	36	779	0.0294358135731807	0.0139971969669745
cat_Aag2Ago2.bed	+	1:205613263_205613319	23	482	0.0314207650273224	0.0165006333230632
cat_Aag2Ago2.bed	+	1:205613533_205613603	36	794	0.0179461615154536	0.0100256322840512
cat_Aag2Ago2.bed	+	1:205613721_205613750	27	565	0.016004742145821	0.0102869419561576
